name,time,metric1,metric2,value1,value2
TriggerRate,1713063341000000000,num,null,92,null
TriggerRate,1713063401000000000,num,null,92,null
TriggerRate,1713063461000000000,num,null,92,null
TriggerRate,1713063521000000000,num,null,92,null
TriggerRate,1713063581000000000,num,null,92,null
TriggerRate,1713063641000000000,num,null,92,null
TriggerRate,1713063701000000000,num,null,92,null
TriggerRate,1713063761000000000,num,null,92,null
TriggerRate,1713063821000000000,num,null,92,null
TriggerRate,1713063881000000000,num,null,92,null
TriggerRate,1713063941000000000,num,null,92,null
TriggerRate,1713064001000000000,num,null,92,null
TriggerRate,1713064061000000000,num,null,92,null
TriggerRate,1713064121000000000,num,null,92,null
TriggerRate,1713064181000000000,num,null,92,null
TriggerRate,1713064241000000000,num,null,92,null
TriggerRate,1713064301000000000,num,null,92,null
TriggerRate,1713064361000000000,num,null,92,null
TriggerRate,1713064421000000000,num,null,92,null
TriggerRate,1713064481000000000,num,null,92,null
TriggerRate,1713064541000000000,num,null,92,null
TriggerRate,1713064601000000000,num,null,92,null
TriggerRate,1713064661000000000,num,null,92,null
TriggerRate,1713064721000000000,num,null,92,null
TriggerRate,1713064781000000000,num,null,92,null
TriggerRate,1713064841000000000,num,null,92,null
TriggerRate,1713064901000000000,num,null,92,null
TriggerRate,1713064961000000000,num,null,92,null
TriggerRate,1713065021000000000,num,null,92,null
TriggerRate,1713065081000000000,num,null,92,null
TriggerRate,1713065141000000000,num,null,92,null
TriggerRate,1713065201000000000,num,null,92,null
TriggerRate,1713065261000000000,num,null,92,null
TriggerRate,1713065321000000000,num,null,92,null
TriggerRate,1713065381000000000,num,null,92,null
TriggerRate,1713065441000000000,num,null,92,null
TriggerRate,1713065501000000000,num,null,92,null
TriggerRate,1713065561000000000,num,null,92,null
TriggerRate,1713065621000000000,num,null,92,null
TriggerRate,1713065681000000000,num,null,92,null
TriggerRate,1713065741000000000,num,null,92,null
TriggerRate,1713065801000000000,num,null,92,null
TriggerRate,1713065861000000000,num,null,92,null
TriggerRate,1713065921000000000,num,null,92,null
TriggerRate,1713065981000000000,num,null,92,null
TriggerRate,1713066041000000000,num,null,92,null
TriggerRate,1713066101000000000,num,null,92,null
TriggerRate,1713066161000000000,num,null,92,null
TriggerRate,1713066221000000000,num,null,92,null
TriggerRate,1713066281000000000,num,null,92,null
TriggerRate,1713066341000000000,num,null,92,null
TriggerRate,1713066401000000000,num,null,92,null
TriggerRate,1713066461000000000,num,null,92,null
TriggerRate,1713066521000000000,num,null,92,null
TriggerRate,1713066581000000000,num,null,92,null
TriggerRate,1713066641000000000,num,null,92,null
TriggerRate,1713066701000000000,num,null,92,null
TriggerRate,1713066761000000000,num,null,92,null
TriggerRate,1713066821000000000,num,null,92,null
TriggerRate,1713066881000000000,num,null,92,null
TriggerRate,1713066941000000000,num,null,92,null
TriggerRate,1713067001000000000,num,null,92,null
TriggerRate,1713067061000000000,num,null,92,null
TriggerRate,1713067121000000000,num,null,92,null
TriggerRate,1713067181000000000,num,null,92,null
TriggerRate,1713067241000000000,num,null,92,null
TriggerRate,1713067301000000000,num,null,92,null
TriggerRate,1713067361000000000,num,null,92,null
TriggerRate,1713067421000000000,num,null,92,null
TriggerRate,1713067481000000000,num,null,92,null
TriggerRate,1713067541000000000,num,null,92,null
TriggerRate,1713067601000000000,num,null,92,null
TriggerRate,1713067661000000000,num,null,92,null
TriggerRate,1713067721000000000,num,null,92,null
TriggerRate,1713067781000000000,num,null,92,null
TriggerRate,1713067841000000000,num,null,92,null
TriggerRate,1713067901000000000,num,null,92,null
TriggerRate,1713067961000000000,num,null,92,null
TriggerRate,1713068021000000000,num,null,92,null
TriggerRate,1713068081000000000,num,null,92,null
TriggerRate,1713068141000000000,num,null,92,null
TriggerRate,1713068201000000000,num,null,92,null
TriggerRate,1713068261000000000,num,null,92,null
TriggerRate,1713068321000000000,num,null,92,null
TriggerRate,1713068381000000000,num,null,92,null
TriggerRate,1713068441000000000,num,null,92,null
TriggerRate,1713068501000000000,num,null,92,null
TriggerRate,1713068561000000000,num,null,92,null
TriggerRate,1713068621000000000,num,null,92,null
TriggerRate,1713068681000000000,num,null,92,null
TriggerRate,1713068741000000000,num,null,92,null
TriggerRate,1713068801000000000,num,null,92,null
TriggerRate,1713068861000000000,num,null,92,null
TriggerRate,1713068921000000000,num,null,92,null
TriggerRate,1713068981000000000,num,null,92,null
TriggerRate,1713069041000000000,num,null,92,null
TriggerRate,1713069101000000000,num,null,92,null
TriggerRate,1713069161000000000,num,null,92,null
TriggerRate,1713069221000000000,num,null,92,null
TriggerRate,1713069281000000000,num,null,92,null
TriggerRate,1713069341000000000,num,null,92,null
TriggerRate,1713069401000000000,num,null,92,null
TriggerRate,1713069461000000000,num,null,92,null
TriggerRate,1713069521000000000,num,null,92,null
TriggerRate,1713069581000000000,num,null,92,null
TriggerRate,1713069641000000000,num,null,92,null
TriggerRate,1713069701000000000,num,null,92,null
TriggerRate,1713069761000000000,num,null,92,null
TriggerRate,1713069821000000000,num,null,92,null
TriggerRate,1713069881000000000,num,null,92,null
TriggerRate,1713069941000000000,num,null,92,null
TriggerRate,1713070001000000000,num,null,92,null
TriggerRate,1713070061000000000,num,null,92,null
TriggerRate,1713070121000000000,num,null,92,null
TriggerRate,1713070181000000000,num,null,92,null
TriggerRate,1713070241000000000,num,null,92,null
TriggerRate,1713070301000000000,num,null,92,null
TriggerRate,1713070361000000000,num,null,92,null
TriggerRate,1713070421000000000,num,null,92,null
TriggerRate,1713070481000000000,num,null,92,null
TriggerRate,1713070541000000000,num,null,92,null
TriggerRate,1713070601000000000,num,null,92,null
TriggerRate,1713070661000000000,num,null,92,null
TriggerRate,1713070721000000000,num,null,92,null
TriggerRate,1713070781000000000,num,null,92,null
TriggerRate,1713070841000000000,num,null,92,null
TriggerRate,1713070901000000000,num,null,92,null
TriggerRate,1713070961000000000,num,null,92,null
TriggerRate,1713071021000000000,num,null,92,null
TriggerRate,1713071081000000000,num,null,92,null
TriggerRate,1713071141000000000,num,null,92,null
TriggerRate,1713071201000000000,num,null,92,null
TriggerRate,1713071261000000000,num,null,92,null
TriggerRate,1713071321000000000,num,null,92,null
TriggerRate,1713071381000000000,num,null,92,null
TriggerRate,1713071441000000000,num,null,92,null
TriggerRate,1713071501000000000,num,null,92,null
TriggerRate,1713071561000000000,num,null,92,null
TriggerRate,1713071621000000000,num,null,92,null
